REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY
15 - Bangsamoro Autonomous Region in Muslim Mindanao,University of Southern Mindanao - Buluan,SUC Satellite,Maguindanao,Buluan
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Cotabato State University,SUC Main,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,De La Vida College,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Dr. P. Ocampo Colleges,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Headstart College of Cotabato,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao Capitol College,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame Center For Catechesis,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame Hospital and School of Midwifery,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame University,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,St. Benedict College of Cotabato,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Shariff Kabunsuan College,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,STI College-Cotabato,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Antonio R. Pacheco College,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,AMA Computer College-Cotabato City,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Kutawato Darrusalam College,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame RVM College of Cotabato,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Coland Systems Technology,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Academia de Tecnologia in Mindanao,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Jamiat Cotabato and Institute of Technology,Private HEI,Maguindanao,Cotabato City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Maguindanao,SUC Satellite,Maguindanao,Datu Odin Sinsuat
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Bai Malgen Mama College,Private HEI,Maguindanao,Datu Odin Sinsuat
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Datu Ibrahim Paglas Memorial College,Private HEI,Maguindanao,Datu Paglas
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Gani L. Abpi College,Private HEI,Maguindanao,Datu Piang
15 - Bangsamoro Autonomous Region in Muslim Mindanao,SPA College,Private HEI,Maguindanao,Datu Piang
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Adiong Memorial Polytechnic State College,SUC Main,Lanao Del Sur,Ditsaan Ramain
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Hadji Datu Saidona Pendatun Foundation College,Private HEI,Maguindanao,Gen. S.K. Pendatun
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Sulu College of Technology,Private HEI,Sulu,Indanan
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Hadji Butu School of Arts and Trades,OGS,Sulu,Jolo
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Sulu Development Technical College,SUC Satellite,Sulu,Jolo
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Notre Dame of Jolo College,Private HEI,Sulu,Jolo
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Sulu State College,SUC Main,Sulu,Jolo
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Southwestern Mindanao Islamic Institute,Private HEI,Sulu,Jolo
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Iranun Foundation College,Private HEI,Lanao del Sur,Kapatagan
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Basilan State College-Lamitan,SUC Satellite,Basilan,Lamitan City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Basilan State College-Sta. Clara,SUC Satellite,Basilan,Lamitan City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao Autonomous College Foundation,Private HEI,Basilan,Lamitan City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mariam School of Nursing,Private HEI,Basilan,Lamitan City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Hardam Furigay Colleges Foundation,Private HEI,Basilan,Lamitan City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lamitan Technical Institute,Private HEI,Basilan,Lamitan City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Universal College Foundation of Southeast Asia and the Pacific,Private HEI,Basilan,Lamitan City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi Regional Agricultural College - Languyan,SUC Satellite,Tawi-Tawi,Languyan
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lanao Agricultural College,OGS,Lanao Del Sur,Lumbatan
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lanao Educational Institute,Private HEI,Lanao Del Sur,Malabang
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Basilan State College-Maluso,SUC Satellite,Basilan,Maluso
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao Autonomous College Foundation-Maluso,Private HEI,Basilan,Maluso
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Jamiatu Marawi Al-Islamia Foundation,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Jamiatu Muslim Mindanao,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Jamiatul Philippine Al-Islamia,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Lanao National College of Arts and Trades,SUC Satellite,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mapandi Memorial College,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Marawi Capitol College Foundation,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao State University-Main Campus Marawi City,SUC Main,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Pacasum College,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao Islamic Computer College,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Datu Mala Muslim Mindanao Islamic College Foundation,Private HEI,Lanao del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Bubong Marzok Memorial Foundation College,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Senator Ninoy Aquino College Foundation-Marawi,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Dansalan Polytechnic College,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Philippine Muslim Teachers' College,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Cali Paramedical College Foundation,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Masiricampo Abantas Memorial Educational Center,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Marawi Islamic College,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Saffrullah M. Dipatuan Foundation Academy,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lanao Islamic Paramedical College Foundation,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lake Lanao College,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Wisdom International School for Higher Education Studies,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Datu Blo Umpar Adiong Agricultural School Foundation,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,RC-Al Khwarizmi International College Foundation,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanao Institute of Healthcare Professionals,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Philippine Engineering and Agro-Industrial College,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Khadijah Mohammad Islamic Academy,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lanao Central College,Private HEI,Lanao Del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Al Bangsamoro Shari'ah and Professional Education College,Private HEI,Lanao del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Jamiatu Dansalan Al-Islamia Foundation,Private HEI,Lanao del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Muslim Mindanao Integrated College Academy,Private HEI,Lanao del Sur,Marawi City
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Unda Memorial National Agricultural School,OGS,Lanao Del Sur,Masiu
15 - Bangsamoro Autonomous Region in Muslim Mindanao,General Diamongun K. Mangondato College of Agriculture and Fisheries,Private HEI,Lanao del Sur,Masiu
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Cotabato Foundation College of Science and Technology-Datu Montawal Campus,SUC Satellite,Maguindanao,Pagagawan
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Parang Foundation College,Private HEI,Maguindanao,Parang
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Shariff Kabunsuan College (Annex),Private HEI,Maguindanao,Parang
15 - Bangsamoro Autonomous Region in Muslim Mindanao,SAL Foundation College,Private HEI,Maguindanao,Parang
15 - Bangsamoro Autonomous Region in Muslim Mindanao,St. Benedict College of Maguindanao,Private HEI,Maguindanao,Parang
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Illana Bay Integrated Computer College,Private HEI,Maguindanao,Parang
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Asma Khadijah Islamic Academy,Private HEI,Lanao del Sur,Picong
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Central Sulu College,Private HEI,Sulu,Siasi
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Lapak Agricultural School,OGS,Sulu,Siasi
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi Regional Agricultural College - Sibutu,SUC Satellite,Tawi-Tawi,Sibutu
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi Regional Agricultural College-Simunul,SUC Satellite,Tawi-Tawi,Simunul
15 - Bangsamoro Autonomous Region in Muslim Mindanao,South Upi College,Private HEI,Maguindanao,South Upi
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Sultan Kudarat Islamic Academy Foundation College,Private HEI,Maguindanao,Sultan Kudarat
15 - Bangsamoro Autonomous Region in Muslim Mindanao,As-Salihein Integrated School Foundation,Private HEI,Lanao del Sur,Tamparan
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Maranao Islamic Institute - Ma'Had Maranao Al-Islamie,Private HEI,Lanao del Sur,Tamparan
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Tamparan Populace Islamic College,Private HEI,Lanao del Sur,Tamparan
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Iqra Development Academy,Private HEI,Lanao del Sur,Tamparan
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Basilan State College-Tipo-Tipo,SUC Satellite,Basilan,Tipo-Tipo
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Upi Agricultural School-Provincial Technical Institute of Agriculture,OGS,Maguindanao,Upi
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Colegio de Upi,Private HEI,Maguindanao,Upi
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Del Sur Good Shepherd College,Private HEI,Lanao Del Sur,Wao
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Binnor Pangandaman Integrated College,Private HEI,Lanao del Sur,Wao
15 - Bangsamoro Autonomous Region in Muslim Mindanao,Mindanaoan Integrated Academy,Private HEI,Lanao del Sur,Wao
16 - Caraga,Surigao Sur Colleges,Private HEI,Surigao Del Sur,Barobo
16 - Caraga,Agusan del Sur College,Private HEI,Agusan Del Sur,Bayugan City
16 - Caraga,Caraga School of Business,Private HEI,Agusan Del Sur,Bayugan City
16 - Caraga,Andres Soriano Colleges of Bislig,Private HEI,Surigao Del Sur,Bislig City
16 - Caraga,Saint Vincent de Paul Diocesan College,Private HEI,Surigao Del Sur,Bislig City
16 - Caraga,Southern Technological Institute of the Philippines,Private HEI,Surigao Del Sur,Bislig City
16 - Caraga,University of Southeastern Philippines-Bislig Campus,SUC Satellite,Surigao Del Sur,Bislig City
16 - Caraga,De La Salle John Bosco College,Private HEI,Surigao Del Sur,Bislig City
16 - Caraga,Agusan Del Sur State College of Agriculture and Technology,SUC Main,Agusan Del Sur,Bunawan
16 - Caraga,Agusan Colleges,Private HEI,Agusan Del Norte,Butuan City
16 - Caraga,Asian College Foundation,Private HEI,Agusan Del Norte,Butuan City
16 - Caraga,Butuan City Colleges,Private HEI,Agusan Del Norte,Butuan City
16 - Caraga,Butuan Doctors' College,Private HEI,Agusan Del Norte,Butuan City
16 - Caraga,Elisa R. Ochoa Memorial Northern Mindanao School of Midwifery,Private HEI,Agusan Del Norte,Butuan City
16 - Caraga,Caraga State University-Main Campus,SUC Main,Agusan Del Norte,Butuan City
16 - Caraga,Saint Joseph Institute of Technology,Private HEI,Agusan Del Norte,Butuan City
16 - Caraga,Father Saturnino Urios University,Private HEI,Agusan Del Norte,Butuan City
16 - Caraga,Holy Child Colleges of Butuan City,Private HEI,Agusan Del Norte,Butuan City
